event_id,source_file,activity_label,algorithm_result,fall_type,confidence,peakG,minAcc,peakJerk,pitch,tilt,impactTilt,stillCount,movingCount,postGyro,highGyroFrac,highAccFrac,postSMA,ground_truth,lowGDurationMs,highGDurationMs,impactDurationMs,timeToStillMs,peakPostImpactGyro,gyroDecayRate,postMotionEnergy,postGyroVariance,pitchDelta,tiltDelta
175.0,Jumping data.txt,0,1.0,1.0,0.91,1.9,0.75,29.2,81.69,,,43,,109.93,0.49,0.03,1.37,,,,,,,,,,,
176.0,Jumping data.txt,0,0.0,0.0,0.51,1.64,1.24,15.2,57.23,32.44,,11,0.0,141.34,0.91,0.01,1.62,,,,,,,,,,,
177.0,Picking Objects data.txt,0,0.0,0.0,0.43,1.52,0.64,16.51,32.84,93.01,,0,9.0,161.79,0.78,0.02,1.62,,,,,,,,,,,
178.0,Picking Objects data.txt,0,0.0,0.0,0.55,1.51,0.77,15.01,77.81,17.09,,0,21.0,195.53,0.9,0.11,1.52,,,,,,,,,,,
179.0,Picking Objects data.txt,0,0.0,0.0,0.57,1.59,0.65,67.38,53.35,0.91,,0,13.0,115.47,0.53,0.04,1.68,,,,,,,,,,,
180.0,Picking Objects data.txt,0,0.0,0.0,0.67,1.91,1.31,23.5,20.56,10.94,,26,0.0,79.57,0.56,0.07,1.52,,,,,,,,,,,
181.0,Picking Objects data.txt,0,1.0,2.0,0.78,2.58,0.74,65.13,51.3,,,16,,45.7,0.17,0.22,1.78,,,,,,,,,,,
182.0,Picking Objects data.txt,0,0.0,0.0,0.46,1.6,0.61,19.04,60.66,61.18,,0,24.0,146.82,0.62,0.16,1.66,,,,,,,,,,,
183.0,Picking Objects data.txt,0,1.0,2.0,0.7,2.17,1.84,22.41,55.13,,,28,,93.86,0.45,0.1,1.81,,,,,,,,,,,
184.0,Picking Objects data.txt,0,0.0,0.0,0.89,2.23,0.6,58.53,76.6,41.65,,0,32.0,184.75,0.92,0.07,1.5,,,,,,,,,,,
185.0,Picking Objects data.txt,0,0.0,0.0,0.55,1.48,0.62,21.69,82.67,16.17,,0,49.0,190.46,0.99,0.06,1.54,,,,,,,,,,,
186.0,Picking Objects data.txt,0,0.0,0.0,0.6,1.77,0.86,12.3,78.67,1.21,,0,0.0,79.79,0.62,0.04,1.48,,,,,,,,,,,
187.0,Picking Objects data.txt,0,0.0,0.0,0.61,1.94,1.37,19.27,46.42,50.86,,46,0.0,125.6,0.57,0.19,1.78,,,,,,,,,,,
188.0,Picking Objects data.txt,0,0.0,0.0,0.65,1.89,0.3,30.37,61.83,7.59,,0,33.0,193.41,0.92,0.1,1.68,,,,,,,,,,,
189.0,Picking Objects data.txt,0,0.0,0.0,0.74,3.67,0.86,133.2,10.37,17.09,,75,0.0,68.51,0.33,0.09,1.78,,,,,,,,,,,
190.0,Picking Objects data.txt,0,0.0,0.0,0.47,1.43,0.9,25.24,2.18,13.03,,0,1.0,87.54,0.66,0.0,1.65,,,,,,,,,,,
191.0,Picking Objects data.txt,0,0.0,0.0,0.49,1.66,0.57,29.69,19.91,12.05,,0,26.0,174.45,0.9,0.17,1.67,,,,,,,,,,,
192.0,Picking Objects data.txt,0,0.0,0.0,0.56,2.23,0.99,46.41,1.22,1.62,,2,50.0,170.38,0.87,0.04,1.56,,,,,,,,,,,
193.0,Picking Objects data.txt,0,0.0,0.0,0.65,2.02,0.66,36.32,15.18,5.79,,0,23.0,153.28,0.82,0.07,1.65,,,,,,,,,,,
194.0,Picking Objects data.txt,0,0.0,0.0,0.43,1.5,1.09,24.88,47.93,8.3,,0,4.0,57.94,0.41,0.02,1.72,,,,,,,,,,,
195.0,Picking Objects data.txt,0,0.0,0.0,0.54,2.0,1.36,19.84,-21.77,91.31,,0,0.0,147.29,0.57,0.02,1.62,,,,,,,,,,,
196.0,Picking Objects data.txt,0,0.0,0.0,0.68,1.53,0.53,38.94,26.61,81.27,,51,0.0,70.92,0.38,0.0,1.63,,,,,,,,,,,
197.0,Picking Objects data.txt,0,0.0,0.0,0.61,1.73,0.67,36.86,4.26,31.07,,6,28.0,246.22,0.88,0.14,1.7,,,,,,,,,,,
198.0,Picking Objects data.txt,0,0.0,0.0,0.47,1.67,0.54,22.91,38.68,76.44,,0,24.0,172.15,0.94,0.04,1.71,,,,,,,,,,,
199.0,Picking Objects data.txt,0,0.0,0.0,0.43,1.56,0.43,23.81,48.87,4.89,,0,26.0,169.0,0.76,0.12,1.72,,,,,,,,,,,
200.0,Picking Objects data.txt,0,0.0,0.0,0.74,1.94,0.87,15.48,56.87,33.26,,55,0.0,111.09,0.41,0.16,1.81,,,,,,,,,,,
201.0,Picking Objects data.txt,0,0.0,0.0,0.81,2.88,0.53,76.97,62.7,3.59,,9,0.0,140.67,0.8,0.12,1.68,,,,,,,,,,,
202.0,Picking Objects data.txt,0,0.0,0.0,0.78,2.59,0.75,71.66,29.95,9.82,,7,0.0,112.33,0.69,0.13,1.54,,,,,,,,,,,
203.0,Picking Objects data.txt,0,0.0,0.0,0.45,1.65,1.11,21.16,15.72,16.67,,0,15.0,118.41,0.56,0.0,1.46,,,,,,,,,,,
204.0,Picking Objects data.txt,0,1.0,1.0,0.87,1.88,0.66,24.94,74.69,,,39,,120.56,0.49,0.12,1.66,,,,,,,,,,,
205.0,Picking Objects data.txt,0,0.0,0.0,0.6,1.56,0.61,18.26,70.44,86.09,,16,7.0,155.63,0.72,0.14,1.67,,,,,,,,,,,
206.0,Picking Objects data.txt,0,0.0,0.0,0.47,1.57,1.34,14.58,7.25,95.58,,64,0.0,131.36,0.39,0.05,1.59,,,,,,,,,,,
207.0,Picking Objects data.txt,0,0.0,0.0,0.88,2.33,0.36,78.96,66.99,45.69,,21,0.0,163.69,0.8,0.15,1.79,,,,,,,,,,,
208.0,Picking Objects data.txt,0,1.0,1.0,0.93,1.82,0.47,39.24,74.98,,,41,,122.63,0.49,0.08,1.58,,,,,,,,,,,
209.0,Picking Objects data.txt,0,0.0,0.0,0.56,1.73,1.27,34.45,68.45,27.2,,0,33.0,155.68,0.69,0.07,1.56,,,,,,,,,,,
210.0,Picking Objects data.txt,0,0.0,0.0,0.54,1.56,0.45,18.71,61.17,27.99,,12,12.0,136.7,0.82,0.11,1.65,,,,,,,,,,,
211.0,Picking Objects data.txt,0,0.0,0.0,0.69,1.78,1.33,31.53,51.02,24.2,,20,0.0,105.94,0.79,0.01,1.55,,,,,,,,,,,
212.0,Picking Objects data.txt,0,1.0,1.0,1.0,2.49,0.54,60.75,74.85,,,53,,109.21,0.49,0.07,1.55,,,,,,,,,,,
213.0,Picking Objects data.txt,0,0.0,0.0,0.5,1.57,0.55,20.96,58.51,3.18,,0,16.0,81.01,0.41,0.0,1.6,,,,,,,,,,,
214.0,Picking Objects data.txt,0,1.0,3.0,0.88,3.8,1.16,154.11,73.33,,,59,,93.03,0.35,0.07,1.52,,,,,,,,,,,
215.0,Picking Objects data.txt,0,0.0,0.0,0.35,1.61,1.17,6.42,36.58,18.99,,4,27.0,199.46,0.91,0.17,1.77,,,,,,,,,,,
216.0,Picking Objects data.txt,0,0.0,0.0,0.57,1.64,0.5,49.68,54.09,20.73,,0,23.0,128.55,0.63,0.03,1.63,,,,,,,,,,,
217.0,Picking Objects data.txt,0,1.0,3.0,0.88,5.23,3.35,143.24,73.12,,,36,,93.88,0.35,0.0,1.68,,,,,,,,,,,
218.0,Picking Objects data.txt,0,0.0,0.0,0.52,1.62,1.37,17.6,54.76,22.38,,35,0.0,100.4,0.58,0.06,1.65,,,,,,,,,,,
219.0,Picking Objects data.txt,0,0.0,0.0,0.91,1.74,0.07,35.51,76.42,22.83,,47,0.0,83.43,0.51,0.06,1.56,,,,,,,,,,,
220.0,Picking Objects data.txt,0,0.0,0.0,0.32,1.64,1.53,12.15,59.8,19.32,,0,32.0,206.82,0.89,0.13,1.66,,,,,,,,,,,
221.0,Picking Objects data.txt,0,0.0,0.0,0.36,1.65,1.32,11.97,58.45,5.17,,0,17.0,138.69,0.8,0.08,1.56,,,,,,,,,,,
222.0,Picking Objects data.txt,0,0.0,0.0,0.76,1.63,0.95,100.23,78.81,9.37,,82,0.0,61.27,0.21,0.01,1.53,,,,,,,,,,,
223.0,Picking Objects data.txt,0,0.0,0.0,0.48,1.7,1.57,15.98,66.49,8.04,,9,20.0,202.21,0.94,0.18,1.73,,,,,,,,,,,
224.0,Picking Objects data.txt,0,0.0,0.0,0.41,1.72,1.44,19.86,58.99,16.95,,0,10.0,105.36,0.5,0.02,1.59,,,,,,,,,,,
225.0,Picking Objects data.txt,0,1.0,1.0,0.72,1.61,0.59,24.59,74.31,,,53,,105.6,0.43,0.08,1.51,,,,,,,,,,,
226.0,Picking Objects data.txt,0,0.0,0.0,0.31,1.65,1.39,10.12,59.82,5.5,,0,20.0,138.05,0.74,0.06,1.53,,,,,,,,,,,
227.0,Picking Objects data.txt,0,1.0,3.0,0.89,4.6,2.72,158.32,75.36,,,59,,60.11,0.35,0.0,1.5,,,,,,,,,,,
228.0,Picking Objects data.txt,0,0.0,0.0,0.71,1.63,0.44,19.77,76.99,22.92,,77,0.0,73.11,0.36,0.08,1.49,,,,,,,,,,,
229.0,Picking Objects data.txt,0,0.0,0.0,0.4,1.73,1.47,17.04,59.5,27.56,,0,4.0,105.78,0.71,0.06,1.6,,,,,,,,,,,
230.0,Picking Objects data.txt,0,1.0,1.0,0.81,1.51,0.09,39.64,73.67,,,32,,121.33,0.49,0.11,1.67,,,,,,,,,,,
231.0,Picking Objects data.txt,0,0.0,0.0,0.52,1.38,0.77,21.25,42.85,36.5,,75,0.0,39.55,0.23,0.0,1.62,,,,,,,,,,,
232.0,actual fall- out pushup on floor  (.txt,1,1.0,1.0,0.97,3.52,0.32,185.85,70.35,,,35,,98.15,0.49,0.17,1.97,,,,,,,,,,,
233.0,actual fall- out pushup on floor  (.txt,1,0.0,0.0,0.81,4.35,3.58,69.6,57.91,70.71,,67,0.0,49.4,0.26,0.03,2.35,,,,,,,,,,,
234.0,actual fall- out pushup on floor  (.txt,1,0.0,0.0,0.51,1.6,0.95,25.33,73.38,28.3,,0,8.0,114.03,0.79,0.01,1.48,,,,,,,,,,,
235.0,actual fall- out pushup on floor  (.txt,1,1.0,3.0,0.88,5.61,1.27,189.26,72.72,,,54,,64.93,0.26,0.11,2.24,,,,,,,,,,,
236.0,actual fall- out pushup on floor  (.txt,1,0.0,0.0,0.76,4.04,2.64,204.58,77.83,48.7,,3,0.0,121.98,0.9,0.04,2.2,,,,,,,,,,,
237.0,actual fall- out pushup on floor  (.txt,1,0.0,0.0,0.61,1.65,0.6,11.74,74.69,12.14,,3,0.0,117.51,0.89,0.06,1.47,,,,,,,,,,,
238.0,actual fall- out pushup on floor  (.txt,1,1.0,3.0,0.88,3.15,1.44,174.44,75.4,,,14,,51.83,0.34,0.0,1.56,,,,,,,,,,,
239.0,actual fall- out pushup on floor  (.txt,1,0.0,0.0,0.87,3.86,2.39,58.09,81.64,5.09,,10,1.0,107.4,0.8,0.09,2.11,,,,,,,,,,,
240.0,actual fall- out pushup on floor  (.txt,1,0.0,0.0,0.35,1.38,0.89,14.47,76.14,13.02,,0,0.0,102.23,0.83,0.05,1.41,,,,,,,,,,,
241.0,actual fall- out pushup on floor  (.txt,1,0.0,0.0,0.83,1.76,0.91,24.95,76.49,10.86,,88,0.0,50.72,0.25,0.0,1.4,,,,,,,,,,,
242.0,actual fall- out pushup on floor  (.txt,1,1.0,3.0,0.99,5.46,0.21,269.05,74.22,,,40,,71.45,0.34,0.16,2.12,,,,,,,,,,,
243.0,actual fall- out pushup on floor  (.txt,1,0.0,0.0,0.62,1.48,0.93,14.01,81.32,22.43,,29,0.0,133.07,0.69,0.03,1.52,,,,,,,,,,,
244.0,actual fall- out pushup on floor  (.txt,1,1.0,1.0,0.79,1.72,0.8,25.85,71.64,,,20,,59.03,0.48,0.03,1.47,,,,,,,,,,,
245.0,actual fall- out pushup on floor  (.txt,1,0.0,0.0,0.8,1.79,0.54,104.12,76.85,11.78,,0,6.0,136.31,0.86,0.02,1.5,,,,,,,,,,,
246.0,actual fall- out pushup on floor  (.txt,1,1.0,1.0,0.73,1.47,0.38,25.35,82.3,,,14,,70.53,0.48,0.25,1.36,,,,,,,,,,,
247.0,actual fall- out pushup on floor  (.txt,1,0.0,0.0,0.56,1.56,1.01,22.99,70.35,20.27,,0,10.0,170.4,0.88,0.02,1.62,,,,,,,,,,,
248.0,actual fall- out pushup on floor  (.txt,1,1.0,1.0,0.8,1.56,0.05,30.76,76.08,,,40,,79.93,0.31,0.18,2.09,,,,,,,,,,,
249.0,actual fall- out pushup on floor  (.txt,1,0.0,0.0,0.46,1.43,0.89,14.82,68.16,22.69,,0,0.0,61.22,0.38,0.0,1.46,,,,,,,,,,,
250.0,actual fall- out pushup on floor  (.txt,1,1.0,3.0,0.91,3.29,0.14,135.35,76.75,,,3,,90.35,0.33,0.18,2.09,,,,,,,,,,,
251.0,actual fall- out pushup on floor  (.txt,1,0.0,0.0,0.52,1.55,1.03,19.82,72.36,20.29,,0,7.0,82.36,0.66,0.0,1.41,,,,,,,,,,,
252.0,actual fall- out pushup on floor  (.txt,1,1.0,2.0,0.71,1.81,0.8,37.96,59.92,,,2,,124.4,0.44,0.11,1.8,,,,,,,,,,,
253.0,actual fall- out pushup on floor  (.txt,1,0.0,0.0,0.56,1.63,0.68,15.87,79.54,39.9,,0,15.0,187.01,0.91,0.06,1.59,,,,,,,,,,,
254.0,actual fall- out pushup on floor  (.txt,1,0.0,0.0,0.99,2.18,0.93,48.9,72.82,1.87,,66,0.0,66.22,0.48,0.01,1.5,,,,,,,,,,,
255.0,actual fall- out pushup on floor  (.txt,1,0.0,0.0,0.93,4.26,0.27,197.44,78.29,19.68,,20,0.0,154.98,0.57,0.3,2.21,,,,,,,,,,,
256.0,actual fall- out pushup on floor  (.txt,1,1.0,1.0,0.76,1.6,0.8,22.33,74.93,,,25,,121.03,0.49,0.08,1.65,,,,,,,,,,,
257.0,actual fall- out pushup on floor  (.txt,1,0.0,0.0,0.7,1.84,1.13,21.27,66.2,19.91,,13,7.0,160.36,0.88,0.05,1.65,,,,,,,,,,,
258.0,actual fall- out pushup on floor  (.txt,1,1.0,3.0,0.99,4.44,0.23,154.54,74.02,,,44,,79.95,0.3,0.17,2.25,,,,,,,,,,,
259.0,actual fall- out pushup on floor  (.txt,1,0.0,0.0,0.8,1.94,1.21,26.56,82.07,3.28,,22,0.0,76.21,0.56,0.03,1.38,,,,,,,,,,,
260.0,actual fall- out pushup on floor  (.txt,1,0.0,0.0,0.58,1.48,0.9,17.79,79.14,0.31,,1,0.0,66.88,0.46,0.0,1.38,,,,,,,,,,,
261.0,actual fall- out pushup on floor  (.txt,1,0.0,0.0,0.58,1.58,0.84,19.8,77.36,10.03,,5,0.0,117.05,0.9,0.03,1.55,,,,,,,,,,,
262.0,actual fall- out pushup on floor  (.txt,1,1.0,1.0,0.72,1.74,0.76,26.36,78.8,,,9,,39.67,0.0,0.0,1.32,,,,,,,,,,,
263.0,actual fall- out pushup on floor  (.txt,1,0.0,0.0,0.57,1.63,1.01,15.18,79.28,1.52,,0,0.0,120.1,0.79,0.0,1.5,,,,,,,,,,,
264.0,actual fall- out pushup on floor  (.txt,1,0.0,0.0,0.58,1.62,0.81,19.78,72.4,0.21,,0,44.0,173.67,0.95,0.12,1.63,,,,,,,,,,,
265.0,actual fall- out pushup on floor  (.txt,1,0.0,0.0,0.86,1.77,0.39,27.99,77.3,0.04,,24,0.0,82.66,0.78,0.02,1.48,,,,,,,,,,,
266.0,actual fall- out pushup on floor  (.txt,1,0.0,0.0,0.6,1.69,0.95,12.68,79.15,1.87,,0,0.0,111.73,0.81,0.01,1.43,,,,,,,,,,,
267.0,actual fall- out pushup on floor  (.txt,1,0.0,0.0,0.66,1.65,0.78,21.09,77.02,0.64,,0,0.0,103.49,0.64,0.05,1.49,,,,,,,,,,,
268.0,actual fall- out pushup on floor  (.txt,1,0.0,0.0,0.68,1.51,0.87,25.09,73.75,8.67,,61,0.0,108.2,0.64,0.0,1.53,,,,,,,,,,,
269.0,actual fall- out pushup on floor  (.txt,1,1.0,3.0,0.97,2.53,0.19,96.1,69.14,,,48,,95.88,0.32,0.18,2.24,,,,,,,,,,,
270.0,jogging data.txt,0,0.0,0.0,0.42,1.66,0.78,10.08,59.42,44.31,,0,44.0,166.99,0.95,0.24,1.64,,,,,,,,,,,
271.0,jogging data.txt,0,0.0,0.0,0.42,1.27,0.81,33.89,60.6,27.16,,0,88.0,285.6,1.0,0.13,1.92,,,,,,,,,,,
272.0,jogging data.txt,0,0.0,0.0,0.54,1.71,0.55,42.81,61.75,11.69,,0,80.0,235.83,0.99,0.28,1.71,,,,,,,,,,,
273.0,jogging data.txt,0,0.0,0.0,0.66,1.75,0.35,39.83,65.13,21.24,,0,96.0,343.83,1.0,0.35,1.83,,,,,,,,,,,
274.0,jogging data.txt,0,0.0,0.0,0.58,2.72,2.03,27.32,63.7,29.12,,0,99.0,364.57,1.01,0.29,2.12,,,,,,,,,,,
275.0,jogging data.txt,0,0.0,0.0,0.73,1.94,0.25,38.51,65.17,32.29,,0,73.0,243.57,0.99,0.27,1.79,,,,,,,,,,,
276.0,jogging data.txt,0,0.0,0.0,0.55,2.03,0.51,51.23,42.16,10.61,,0,6.0,139.35,0.91,0.3,1.87,,,,,,,,,,,
277.0,jogging data.txt,0,0.0,0.0,0.55,3.47,2.56,47.32,6.54,13.52,,0,28.0,190.73,0.95,0.31,2.07,,,,,,,,,,,
278.0,jogging data.txt,0,0.0,0.0,0.65,2.11,0.27,43.6,12.28,5.08,,0,45.0,193.31,0.97,0.36,2.03,,,,,,,,,,,
279.0,jogging data.txt,0,0.0,0.0,0.55,4.39,3.62,71.51,22.09,12.97,,0,23.0,153.65,0.96,0.25,1.73,,,,,,,,,,,
280.0,jogging data.txt,0,0.0,0.0,0.54,3.18,2.82,35.27,3.7,21.79,,0,32.0,164.43,0.94,0.26,1.74,,,,,,,,,,,
281.0,jogging data.txt,0,0.0,0.0,0.65,2.82,0.2,87.46,5.66,2.51,,0,11.0,151.38,0.88,0.3,1.76,,,,,,,,,,,
282.0,jogging data.txt,0,0.0,0.0,0.55,4.72,1.14,156.36,21.66,23.73,,0,4.0,139.45,0.93,0.25,1.9,,,,,,,,,,,
283.0,jogging data.txt,0,0.0,0.0,0.55,3.17,0.48,75.0,10.77,29.19,,0,14.0,180.21,0.93,0.3,1.96,,,,,,,,,,,
284.0,jogging data.txt,0,0.0,0.0,0.55,4.35,3.52,117.78,23.15,13.45,,0,14.0,161.73,0.98,0.26,2.0,,,,,,,,,,,
285.0,jogging data.txt,0,0.0,0.0,0.55,3.98,1.35,123.89,8.47,3.32,,0,6.0,168.22,0.91,0.27,1.9,,,,,,,,,,,
286.0,jogging data.txt,0,0.0,0.0,0.55,4.56,1.36,118.63,22.96,4.29,,0,7.0,159.9,0.87,0.27,1.99,,,,,,,,,,,
287.0,jogging data.txt,0,0.0,0.0,0.55,2.76,0.31,115.73,19.82,11.48,,0,22.0,179.12,0.95,0.32,2.07,,,,,,,,,,,
288.0,jogging data.txt,0,0.0,0.0,0.64,3.18,0.26,109.3,25.94,8.57,,4,32.0,186.68,0.99,0.33,2.22,,,,,,,,,,,
289.0,jogging data.txt,0,0.0,0.0,0.59,2.01,0.3,38.78,14.71,0.38,,0,22.0,193.89,0.97,0.36,2.09,,,,,,,,,,,
290.0,jogging data.txt,0,0.0,0.0,0.56,2.46,0.49,74.79,24.52,3.12,,0,19.0,173.4,0.95,0.33,2.08,,,,,,,,,,,
291.0,jogging data.txt,0,0.0,0.0,0.63,3.13,0.35,108.38,24.03,4.33,,0,14.0,178.76,0.9,0.33,2.13,,,,,,,,,,,
292.0,jogging data.txt,0,0.0,0.0,0.55,2.17,0.58,51.65,26.25,13.0,,0,16.0,172.7,0.96,0.29,2.09,,,,,,,,,,,
293.0,jogging data.txt,0,0.0,0.0,0.57,3.01,0.43,95.49,22.64,15.84,,0,6.0,163.24,0.93,0.31,2.07,,,,,,,,,,,
294.0,jogging data.txt,0,0.0,0.0,0.55,3.99,1.35,70.52,32.75,3.45,,0,9.0,178.5,0.98,0.26,2.07,,,,,,,,,,,
295.0,jogging data.txt,0,0.0,0.0,0.55,2.45,0.66,107.84,21.94,5.43,,0,6.0,160.72,0.8,0.3,2.09,,,,,,,,,,,
296.0,jogging data.txt,0,0.0,0.0,0.55,4.08,0.77,99.67,28.91,2.06,,0,8.0,179.28,0.93,0.3,2.13,,,,,,,,,,,
297.0,jogging data.txt,0,0.0,0.0,0.55,2.17,0.31,64.25,16.15,16.32,,0,25.0,188.77,0.97,0.33,1.99,,,,,,,,,,,
298.0,jogging data.txt,0,0.0,0.0,0.56,2.11,0.5,62.6,28.37,19.35,,2,18.0,183.28,0.96,0.37,2.14,,,,,,,,,,,
299.0,jogging data.txt,0,0.0,0.0,0.63,1.99,0.2,49.41,13.88,1.08,,0,38.0,199.89,0.96,0.37,2.06,,,,,,,,,,,
300.0,jogging data.txt,0,0.0,0.0,0.55,3.5,2.25,40.99,28.27,14.9,,0,30.0,199.25,0.97,0.29,2.02,,,,,,,,,,,
301.0,jogging data.txt,0,0.0,0.0,0.55,3.28,2.31,92.55,11.06,17.18,,0,18.0,179.72,0.92,0.28,1.83,,,,,,,,,,,
302.0,jogging data.txt,0,0.0,0.0,0.55,4.5,2.01,99.93,22.37,10.57,,0,5.0,160.6,0.91,0.28,1.96,,,,,,,,,,,
303.0,jogging data.txt,0,0.0,0.0,0.53,2.22,0.82,34.08,13.87,0.97,,0,33.0,206.8,0.94,0.36,1.97,,,,,,,,,,,
304.0,jogging data.txt,0,0.0,0.0,0.55,3.53,1.11,70.32,25.07,11.53,,0,25.0,182.7,0.88,0.33,2.24,,,,,,,,,,,
305.0,jogging data.txt,0,0.0,0.0,0.59,2.78,0.25,85.64,23.63,21.73,,0,17.0,171.88,0.94,0.28,1.95,,,,,,,,,,,
306.0,jogging data.txt,0,0.0,0.0,0.82,2.39,0.35,57.68,57.95,6.95,,22,31.0,205.25,0.89,0.15,1.72,,,,,,,,,,,
307.0,jogging data.txt,0,0.0,0.0,0.4,1.64,0.76,18.73,40.17,26.3,,0,69.0,257.61,0.97,0.41,2.38,,,,,,,,,,,
308.0,jogging data.txt,0,0.0,0.0,0.61,4.33,0.48,102.94,17.24,22.96,,0,40.0,206.85,1.0,0.34,2.25,,,,,,,,,,,
309.0,jogging data.txt,0,0.0,0.0,0.55,4.29,4.0,70.21,30.76,11.67,,0,24.0,171.95,0.93,0.25,2.04,,,,,,,,,,,
310.0,jogging data.txt,0,0.0,0.0,0.55,3.55,1.86,67.68,15.46,12.09,,0,8.0,183.86,1.0,0.32,2.01,,,,,,,,,,,
311.0,jogging data.txt,0,0.0,0.0,0.57,4.45,4.14,41.36,32.68,26.48,,3,12.0,195.66,0.93,0.3,2.38,,,,,,,,,,,
312.0,jogging data.txt,0,0.0,0.0,0.56,4.2,0.44,170.46,43.38,2.33,,0,78.0,299.69,0.99,0.28,2.09,,,,,,,,,,,
313.0,jogging data.txt,0,0.0,0.0,0.56,2.18,0.68,50.71,44.95,24.43,,0,0.0,104.55,0.73,0.33,1.83,,,,,,,,,,,
314.0,jogging data.txt,0,0.0,0.0,0.65,3.04,0.23,150.89,26.46,7.32,,0,16.0,159.56,0.89,0.37,2.03,,,,,,,,,,,
315.0,jogging data.txt,0,0.0,0.0,0.55,4.71,4.1,75.8,30.51,16.46,,0,3.0,153.17,0.85,0.24,1.87,,,,,,,,,,,
316.0,jogging data.txt,0,0.0,0.0,0.55,3.7,2.11,107.79,26.96,12.99,,0,22.0,178.1,0.93,0.31,2.0,,,,,,,,,,,
317.0,jogging data.txt,0,0.0,0.0,0.65,2.31,0.66,65.39,27.63,22.14,,0,19.0,178.29,0.88,0.35,2.26,,,,,,,,,,,
318.0,jogging data.txt,0,0.0,0.0,0.65,2.05,0.2,69.6,31.68,14.28,,0,22.0,199.25,0.97,0.36,2.28,,,,,,,,,,,
319.0,jogging data.txt,0,0.0,0.0,0.59,1.9,0.37,55.33,24.62,5.02,,0,44.0,228.77,1.0,0.34,2.37,,,,,,,,,,,
320.0,jogging data.txt,0,0.0,0.0,0.65,2.33,0.25,53.7,34.5,0.42,,0,24.0,198.29,0.89,0.35,2.07,,,,,,,,,,,
321.0,jogging data.txt,0,0.0,0.0,0.61,2.4,0.58,56.33,28.05,4.45,,0,26.0,182.78,0.99,0.32,2.24,,,,,,,,,,,
322.0,jogging data.txt,0,0.0,0.0,0.66,3.37,0.35,144.54,25.0,7.86,,1,42.0,196.68,0.94,0.32,2.06,,,,,,,,,,,
323.0,jogging data.txt,0,0.0,0.0,0.55,2.85,1.11,43.36,40.23,1.23,,0,22.0,212.74,0.93,0.34,2.48,,,,,,,,,,,
324.0,jogging data.txt,0,0.0,0.0,0.65,2.71,0.37,71.46,37.83,6.21,,0,46.0,238.01,0.97,0.39,2.18,,,,,,,,,,,
325.0,jogging data.txt,0,0.0,0.0,0.58,4.76,4.29,84.64,52.79,11.83,,0,53.0,225.04,0.95,0.28,2.52,,,,,,,,,,,
326.0,jogging data.txt,0,0.0,0.0,0.64,3.09,0.58,105.12,49.95,2.11,,0,74.0,286.94,0.99,0.37,2.33,,,,,,,,,,,
327.0,jogging data.txt,0,0.0,0.0,0.57,3.73,2.67,65.62,50.26,8.56,,0,45.0,236.18,0.92,0.25,2.04,,,,,,,,,,,
328.0,jogging data.txt,0,0.0,0.0,0.55,4.28,3.3,92.64,10.22,15.27,,0,10.0,153.85,0.96,0.28,1.92,,,,,,,,,,,
329.0,jogging data.txt,0,0.0,0.0,0.55,3.94,3.25,47.4,32.99,39.5,,0,34.0,175.83,0.88,0.25,2.12,,,,,,,,,,,
330.0,jogging data.txt,0,0.0,0.0,0.55,2.97,1.77,39.75,28.14,37.53,,0,14.0,176.29,0.94,0.31,2.06,,,,,,,,,,,
331.0,jogging data.txt,0,0.0,0.0,0.55,4.98,3.51,118.8,27.97,6.08,,0,6.0,149.57,0.85,0.25,1.96,,,,,,,,,,,
332.0,jogging data.txt,0,0.0,0.0,0.56,2.58,0.52,82.93,32.85,15.57,,0,2.0,168.65,0.92,0.32,1.96,,,,,,,,,,,
333.0,jogging data.txt,0,0.0,0.0,0.56,2.46,0.43,57.26,31.39,15.08,,0,26.0,199.04,0.98,0.32,2.24,,,,,,,,,,,
334.0,jogging data.txt,0,0.0,0.0,0.63,1.99,0.31,34.1,16.99,12.03,,0,10.0,181.04,1.0,0.3,2.08,,,,,,,,,,,
335.0,jogging data.txt,0,0.0,0.0,0.55,3.67,1.43,59.89,12.35,4.42,,0,0.0,136.14,0.88,0.28,1.84,,,,,,,,,,,
336.0,jogging data.txt,0,0.0,0.0,0.56,2.27,0.36,84.81,26.83,21.76,,0,45.0,208.11,0.99,0.35,1.96,,,,,,,,,,,
337.0,jogging data.txt,0,0.0,0.0,0.61,2.59,0.14,101.47,31.46,22.04,,0,6.0,160.23,0.94,0.31,2.05,,,,,,,,,,,
338.0,jogging data.txt,0,0.0,0.0,0.67,4.03,0.38,145.02,33.33,5.33,,3,25.0,183.26,0.94,0.35,1.93,,,,,,,,,,,
339.0,jogging data.txt,0,0.0,0.0,0.66,4.75,0.22,190.48,45.82,0.97,,1,26.0,195.46,0.96,0.34,2.11,,,,,,,,,,,
340.0,jogging data.txt,0,0.0,0.0,0.65,3.06,0.25,142.42,33.86,0.52,,0,30.0,212.33,0.98,0.34,2.29,,,,,,,,,,,
341.0,jogging data.txt,0,0.0,0.0,0.55,4.93,1.78,89.03,42.66,4.39,,0,48.0,218.94,0.99,0.32,2.5,,,,,,,,,,,
