event_id,source_file,activity_label,algorithm_result,fall_type,confidence,peakG,minAcc,peakJerk,pitch,tilt,impactTilt,stillCount,movingCount,postGyro,highGyroFrac,highAccFrac,postSMA,ground_truth,lowGDurationMs,highGDurationMs,impactDurationMs,timeToStillMs,peakPostImpactGyro,gyroDecayRate,postMotionEnergy,postGyroVariance,pitchDelta,tiltDelta
342.0,jogging data.txt,0,0.0,0.0,0.62,2.14,0.33,62.79,47.22,0.46,,0,67.0,250.84,1.01,0.38,2.33,,,,,,,,,,,
343.0,jogging data.txt,0,0.0,0.0,0.62,4.34,1.48,99.07,60.71,1.71,,0,94.0,337.85,0.99,0.46,2.49,,,,,,,,,,,
344.0,jogging data.txt,0,0.0,0.0,0.66,2.04,0.86,89.87,67.81,2.04,,0,72.0,308.64,0.91,0.32,2.2,,,,,,,,,,,
345.0,jogging data.txt,0,0.0,0.0,0.68,3.16,2.19,46.03,71.6,5.01,,0,93.0,320.47,1.01,0.24,1.83,,,,,,,,,,,
346.0,jogging data.txt,0,0.0,0.0,0.53,1.7,1.18,37.56,59.52,5.14,,0,86.0,274.19,1.0,0.36,1.82,,,,,,,,,,,
347.0,jogging data.txt,0,0.0,0.0,0.6,4.38,3.25,55.83,56.35,10.21,,0,72.0,272.74,0.98,0.27,1.96,,,,,,,,,,,
348.0,jogging data.txt,0,0.0,0.0,0.51,1.4,0.26,42.95,60.4,8.42,,0,81.0,288.4,1.0,0.29,1.77,,,,,,,,,,,
349.0,jogging data.txt,0,0.0,0.0,0.57,2.88,0.22,25.39,44.64,13.52,,0,74.0,234.33,0.98,0.35,1.89,,,,,,,,,,,
350.0,jogging data.txt,0,0.0,0.0,0.55,3.5,3.06,38.07,41.35,19.73,,0,40.0,183.33,0.98,0.27,2.14,,,,,,,,,,,
351.0,jogging data.txt,0,0.0,0.0,0.62,2.59,0.66,43.46,32.54,26.14,,0,41.0,198.4,0.99,0.35,1.91,,,,,,,,,,,
352.0,jogging data.txt,0,0.0,0.0,0.56,2.65,1.43,40.08,48.86,6.1,,0,36.0,182.52,0.94,0.22,1.84,,,,,,,,,,,
353.0,jogging data.txt,0,0.0,0.0,0.77,1.85,0.94,24.22,70.34,24.04,,11,1.0,162.4,0.73,0.12,1.53,,,,,,,,,,,
354.0,jogging data.txt,0,0.0,0.0,0.56,1.46,0.76,20.58,55.46,21.09,,20,0.0,91.4,0.52,0.0,1.56,,,,,,,,,,,
355.0,random hand movement data.txt,0,0.0,0.0,0.54,2.09,1.57,14.15,76.71,25.76,,0,57.0,291.95,0.97,0.36,1.75,,,,,,,,,,,
356.0,random hand movement data.txt,0,0.0,0.0,0.62,1.92,0.26,14.48,77.72,0.12,,0,58.0,273.3,0.99,0.32,1.68,,,,,,,,,,,
357.0,random hand movement data.txt,0,0.0,0.0,0.85,3.71,0.86,111.63,70.7,44.51,,0,58.0,215.47,0.98,0.04,1.78,,,,,,,,,,,
358.0,random hand movement data.txt,0,0.0,0.0,0.5,1.72,0.2,28.07,35.26,42.04,,0,100.0,417.68,1.0,0.57,2.83,,,,,,,,,,,
359.0,random hand movement data.txt,0,0.0,0.0,0.55,3.81,2.95,40.42,33.91,12.55,,0,97.0,308.17,1.01,0.42,3.02,,,,,,,,,,,
360.0,random hand movement data.txt,0,0.0,0.0,0.35,1.56,1.18,28.12,31.96,52.75,,0,98.0,433.57,1.0,0.54,2.77,,,,,,,,,,,
361.0,random hand movement data.txt,0,0.0,0.0,0.56,4.23,2.22,100.59,47.88,0.94,,0,84.0,451.18,0.98,0.47,2.81,,,,,,,,,,,
362.0,random hand movement data.txt,0,0.0,0.0,0.48,3.03,2.68,26.56,27.6,58.88,,0,88.0,489.45,0.97,0.75,3.49,,,,,,,,,,,
363.0,random hand movement data.txt,0,0.0,0.0,0.59,5.61,0.49,231.14,41.19,6.43,,0,88.0,292.36,1.0,0.45,3.06,,,,,,,,,,,
364.0,random hand movement data.txt,0,0.0,0.0,0.65,2.94,2.49,37.62,66.85,3.59,,0,80.0,351.23,0.98,0.36,2.15,,,,,,,,,,,
365.0,random hand movement data.txt,0,0.0,0.0,0.79,4.15,0.13,108.13,73.71,5.7,,0,94.0,379.8,0.99,0.43,2.44,,,,,,,,,,,
366.0,random hand movement data.txt,0,0.0,0.0,0.59,1.56,0.38,40.39,68.85,30.5,,0,100.0,477.66,1.0,0.31,2.0,,,,,,,,,,,
367.0,random hand movement data.txt,0,0.0,0.0,0.59,4.12,0.98,173.77,22.99,22.87,,0,100.0,593.57,1.0,0.88,3.97,,,,,,,,,,,
368.0,random hand movement data.txt,0,0.0,0.0,0.55,2.88,1.92,63.06,35.84,14.09,,0,98.0,513.36,1.0,0.67,3.22,,,,,,,,,,,
369.0,random hand movement data.txt,0,0.0,0.0,0.55,3.94,2.32,81.22,23.83,13.89,,0,100.0,524.48,1.0,0.91,4.5,,,,,,,,,,,
370.0,random hand movement data.txt,0,0.0,0.0,0.61,4.18,2.18,126.21,57.7,57.99,,0,98.0,417.73,0.99,0.66,3.49,,,,,,,,,,,
371.0,random hand movement data.txt,0,0.0,0.0,0.66,3.01,1.21,97.08,65.15,20.51,,0,100.0,386.11,0.98,0.58,2.84,,,,,,,,,,,
372.0,random hand movement data.txt,0,0.0,0.0,0.67,3.02,1.74,83.76,69.09,3.62,,0,70.0,294.4,0.95,0.38,2.5,,,,,,,,,,,
373.0,random hand movement data.txt,0,0.0,0.0,0.75,1.91,1.1,35.25,78.55,13.89,,0,59.0,258.1,0.92,0.12,1.87,,,,,,,,,,,
374.0,random hand movement data.txt,0,0.0,0.0,0.73,2.43,1.0,62.27,61.13,5.23,,0,100.0,414.17,0.99,0.61,2.74,,,,,,,,,,,
375.0,random hand movement data.txt,0,0.0,0.0,0.65,2.12,0.93,37.84,35.54,30.45,,0,100.0,503.26,1.0,0.82,3.39,,,,,,,,,,,
376.0,random hand movement data.txt,0,0.0,0.0,0.56,2.49,1.72,43.36,32.04,24.23,,0,95.0,502.05,1.0,0.81,3.79,,,,,,,,,,,
377.0,random hand movement data.txt,0,0.0,0.0,0.79,1.96,0.22,43.15,75.56,42.25,,0,39.0,238.15,0.97,0.15,1.67,,,,,,,,,,,
378.0,random hand movement data.txt,0,0.0,0.0,0.34,1.64,0.67,16.23,51.32,59.35,,0,80.0,374.05,0.99,0.45,2.32,,,,,,,,,,,
379.0,random hand movement data.txt,0,0.0,0.0,0.74,2.86,0.51,72.28,63.97,4.34,,0,58.0,351.25,0.96,0.37,2.49,,,,,,,,,,,
380.0,random hand movement data.txt,0,0.0,0.0,0.63,1.91,0.96,34.93,70.38,20.05,,0,87.0,395.34,1.01,0.5,2.35,,,,,,,,,,,
381.0,random hand movement data.txt,0,0.0,0.0,0.45,1.26,0.31,23.71,78.27,8.86,,0,31.0,254.06,0.91,0.2,1.74,,,,,,,,,,,
382.0,random hand movement data.txt,0,0.0,0.0,0.32,1.49,0.78,14.0,51.23,44.65,,0,80.0,456.84,0.98,0.39,2.16,,,,,,,,,,,
383.0,random hand movement data.txt,0,0.0,0.0,0.55,4.53,1.35,157.31,33.29,18.4,,0,101.0,515.71,1.01,0.59,3.31,,,,,,,,,,,
384.0,random hand movement data.txt,0,0.0,0.0,0.55,2.95,1.38,61.27,41.86,12.42,,0,101.0,501.49,1.01,0.51,2.8,,,,,,,,,,,
385.0,random hand movement data.txt,0,0.0,0.0,0.55,3.13,2.91,57.7,35.92,4.54,,0,98.0,509.12,1.0,0.44,3.09,,,,,,,,,,,
386.0,random hand movement data.txt,0,0.0,0.0,0.62,2.1,0.02,51.81,48.39,4.82,,0,101.0,498.97,1.0,0.48,2.5,,,,,,,,,,,
387.0,random hand movement data.txt,0,0.0,0.0,0.52,1.88,0.76,40.77,48.99,10.2,,0,98.0,464.31,0.98,0.5,2.57,,,,,,,,,,,
388.0,random hand movement data.txt,0,0.0,0.0,0.61,2.32,1.29,48.13,48.88,2.38,,0,98.0,475.2,0.98,0.44,2.6,,,,,,,,,,,
389.0,random hand movement data.txt,0,0.0,0.0,0.34,1.57,0.85,19.91,16.96,10.43,,0,33.0,260.02,0.93,0.13,1.71,,,,,,,,,,,
390.0,random hand movement data.txt,0,0.0,0.0,0.57,1.72,0.85,15.74,69.51,11.0,,0,53.0,334.05,1.0,0.21,1.84,,,,,,,,,,,
391.0,random hand movement data.txt,0,0.0,0.0,0.75,2.06,0.87,29.53,79.58,16.72,,0,68.0,290.22,0.98,0.3,1.71,,,,,,,,,,,
392.0,random hand movement data.txt,0,0.0,0.0,0.61,1.7,0.4,25.6,72.9,16.54,,0,70.0,357.94,0.99,0.3,1.81,,,,,,,,,,,
393.0,random hand movement data.txt,0,0.0,0.0,0.61,1.65,0.68,31.16,68.09,23.32,,0,23.0,174.66,0.92,0.18,1.59,,,,,,,,,,,
394.0,random hand movement data.txt,0,0.0,0.0,0.89,4.58,2.18,111.61,79.28,22.2,,64,0.0,65.01,0.35,0.0,1.52,,,,,,,,,,,
395.0,random hand movement data.txt,0,1.0,2.0,0.76,2.12,0.37,39.62,62.36,,,3,,46.76,0.4,0.2,1.58,,,,,,,,,,,
396.0,random hand movement data.txt,0,0.0,0.0,0.7,1.7,0.3,21.56,68.67,9.46,,13,6.0,131.65,0.58,0.07,1.62,,,,,,,,,,,
397.0,random hand movement data.txt,0,0.0,0.0,0.54,1.72,0.35,19.48,60.96,9.18,,3,27.0,116.13,0.52,0.1,1.63,,,,,,,,,,,
398.0,random hand movement data.txt,0,0.0,0.0,0.32,1.63,1.35,9.71,63.75,17.86,,0,17.0,124.25,0.68,0.07,1.53,,,,,,,,,,,
399.0,random hand movement data.txt,0,1.0,2.0,0.89,6.54,1.69,354.82,79.46,,,40,,60.02,0.45,0.01,1.58,,,,,,,,,,,
400.0,random hand movement data.txt,0,1.0,2.0,0.74,2.5,0.34,57.59,59.81,,,2,,46.03,0.2,0.2,1.51,,,,,,,,,,,
401.0,random hand movement data.txt,0,0.0,0.0,0.69,1.87,0.99,15.75,71.54,10.81,,1,48.0,238.84,0.96,0.21,1.86,,,,,,,,,,,
402.0,random hand movement data.txt,0,0.0,0.0,0.55,1.66,0.83,18.25,80.78,19.11,,0,23.0,204.46,0.99,0.24,1.59,,,,,,,,,,,
403.0,random hand movement data.txt,0,0.0,0.0,0.6,1.47,0.76,16.26,83.66,3.75,,47,0.0,99.31,0.57,0.0,1.43,,,,,,,,,,,
404.0,random hand movement data.txt,0,0.0,0.0,0.66,1.38,0.82,44.92,77.72,28.79,,11,0.0,121.13,0.86,0.0,1.4,,,,,,,,,,,
405.0,random hand movement data.txt,0,0.0,0.0,0.66,1.74,0.52,28.76,76.99,1.93,,0,34.0,197.08,0.82,0.29,1.48,,,,,,,,,,,
406.0,random hand movement data.txt,0,0.0,0.0,0.8,2.14,0.77,56.34,83.88,2.45,,0,18.0,170.76,0.88,0.15,1.49,,,,,,,,,,,
407.0,random hand movement data.txt,0,0.0,0.0,0.5,2.04,1.88,7.16,75.95,8.1,,0,42.0,231.4,0.94,0.22,1.83,,,,,,,,,,,
408.0,random hand movement data.txt,0,0.0,0.0,0.74,1.82,0.16,40.42,79.46,4.66,,0,60.0,250.54,0.98,0.28,1.65,,,,,,,,,,,
409.0,random hand movement data.txt,0,0.0,0.0,0.58,1.6,0.83,15.51,81.14,16.66,,0,51.0,174.86,1.0,0.04,1.47,,,,,,,,,,,
410.0,random hand movement data.txt,0,0.0,0.0,0.57,1.7,0.7,14.3,81.37,9.83,,4,43.0,217.17,0.94,0.12,1.44,,,,,,,,,,,
411.0,random hand movement data.txt,0,0.0,0.0,0.65,1.56,0.79,13.25,78.33,3.75,,19,0.0,143.77,0.81,0.03,1.47,,,,,,,,,,,
412.0,random hand movement data.txt,0,0.0,0.0,0.8,2.4,0.56,59.1,77.72,8.77,,0,16.0,184.43,0.85,0.3,1.66,,,,,,,,,,,
413.0,random hand movement data.txt,0,0.0,0.0,0.78,1.74,0.32,34.12,80.54,7.4,,0,0.0,128.44,0.91,0.08,1.47,,,,,,,,,,,
414.0,random hand movement data.txt,0,0.0,0.0,0.58,1.77,0.65,17.18,80.62,10.29,,0,74.0,289.05,0.98,0.42,1.82,,,,,,,,,,,
415.0,random hand movement data.txt,0,0.0,0.0,0.78,1.95,0.46,38.95,80.03,7.61,,0,68.0,274.38,0.99,0.31,1.7,,,,,,,,,,,
416.0,random hand movement data.txt,0,0.0,0.0,0.58,4.07,1.15,210.54,51.01,65.43,,0,80.0,425.22,1.01,0.59,2.62,,,,,,,,,,,
417.0,random hand movement data.txt,0,0.0,0.0,0.55,5.01,3.74,86.75,34.91,46.21,,0,82.0,471.1,0.99,0.85,4.91,,,,,,,,,,,
418.0,random hand movement data.txt,0,0.0,0.0,0.55,3.52,3.08,68.9,42.6,36.72,,0,28.0,236.78,1.02,0.26,2.33,,,,,,,,,,,
419.0,random hand movement data.txt,0,0.0,0.0,0.67,3.48,0.09,153.15,55.86,67.22,,0,90.0,473.87,1.02,0.47,2.43,,,,,,,,,,,
420.0,random hand movement data.txt,0,0.0,0.0,0.58,4.26,1.7,144.98,51.65,3.37,,0,102.0,467.98,1.02,0.76,3.61,,,,,,,,,,,
421.0,random hand movement data.txt,0,0.0,0.0,0.57,4.16,1.39,160.91,49.49,17.89,,0,102.0,456.38,1.01,0.74,3.61,,,,,,,,,,,
422.0,random hand movement data.txt,0,0.0,0.0,0.6,4.17,1.87,166.04,56.35,6.39,,0,90.0,447.28,1.01,0.46,2.93,,,,,,,,,,,
423.0,random hand movement data.txt,0,0.0,0.0,0.65,2.55,1.26,51.3,65.2,2.54,,0,61.0,322.02,0.98,0.27,1.85,,,,,,,,,,,
424.0,random hand movement data.txt,0,0.0,0.0,0.6,1.46,0.9,16.03,75.11,22.52,,5,0.0,104.48,0.86,0.02,1.41,,,,,,,,,,,
425.0,sitting and standing data.txt,0,0.0,0.0,0.43,1.4,0.83,25.26,41.68,42.71,,16,0.0,69.23,0.59,0.0,1.55,,,,,,,,,,,
426.0,sitting and standing data.txt,0,0.0,0.0,0.88,1.95,0.91,22.99,77.8,38.97,,32,0.0,103.08,0.77,0.07,1.41,,,,,,,,,,,
427.0,sitting and standing data.txt,0,0.0,0.0,0.71,1.75,0.49,44.38,47.06,52.01,,8,0.0,73.58,0.63,0.04,1.57,,,,,,,,,,,
428.0,sitting and standing data.txt,0,0.0,0.0,0.51,1.59,1.02,19.29,71.89,40.52,,0,31.0,142.53,0.99,0.05,1.46,,,,,,,,,,,
429.0,sitting and standing data.txt,0,0.0,0.0,0.83,1.94,0.51,55.52,48.03,52.66,,42,0.0,89.33,0.62,0.03,1.57,,,,,,,,,,,
430.0,sitting and standing data.txt,0,0.0,0.0,0.66,1.65,0.79,15.55,73.76,37.9,,10,23.0,151.67,0.89,0.12,1.52,,,,,,,,,,,
431.0,sitting and standing data.txt,0,0.0,0.0,0.58,1.51,0.5,9.56,62.78,25.51,,49,0.0,45.21,0.26,0.0,1.5,,,,,,,,,,,
432.0,sitting and standing data.txt,0,0.0,0.0,0.74,1.86,0.97,22.67,76.87,17.96,,0,9.0,147.85,0.81,0.12,1.48,,,,,,,,,,,
433.0,sitting and standing data.txt,0,0.0,0.0,0.53,1.67,1.17,10.82,81.12,7.33,,2,0.0,103.94,0.84,0.03,1.26,,,,,,,,,,,
434.0,sitting and standing data.txt,0,0.0,0.0,0.62,1.47,0.35,9.56,77.81,5.67,,53,0.0,50.57,0.28,0.03,1.36,,,,,,,,,,,
435.0,sitting and standing data.txt,0,0.0,0.0,0.57,1.57,1.02,7.45,78.62,5.41,,21,0.0,117.34,0.72,0.13,1.35,,,,,,,,,,,
436.0,sitting and standing data.txt,0,0.0,0.0,0.67,1.93,0.26,57.79,53.36,7.58,,0,27.0,115.89,0.85,0.07,1.59,,,,,,,,,,,
437.0,sitting and standing data.txt,0,0.0,0.0,0.71,1.79,0.96,15.89,74.09,6.89,,9,0.0,98.0,0.79,0.06,1.36,,,,,,,,,,,
438.0,sitting and standing data.txt,0,0.0,0.0,0.64,1.53,1.15,27.94,75.35,12.42,,10,0.0,88.41,0.51,0.02,1.39,,,,,,,,,,,
439.0,sitting and standing data.txt,0,0.0,0.0,0.65,1.59,0.98,17.13,80.36,5.63,,28,0.0,91.85,0.64,0.1,1.37,,,,,,,,,,,
440.0,sitting and standing data.txt,0,0.0,0.0,0.72,1.59,0.49,19.65,70.7,11.01,,62,0.0,46.56,0.29,0.0,1.5,,,,,,,,,,,
441.0,sitting and standing data.txt,0,0.0,0.0,0.56,1.56,1.13,7.04,81.12,1.4,,13,0.0,100.71,0.71,0.09,1.31,,,,,,,,,,,
442.0,sitting and standing data.txt,0,0.0,0.0,0.25,1.18,0.6,22.94,56.22,12.96,,0,13.0,85.46,0.56,0.03,1.5,,,,,,,,,,,
443.0,sitting and standing data.txt,0,0.0,0.0,0.68,2.14,1.39,31.31,62.92,5.58,,2,1.0,81.77,0.63,0.0,1.58,,,,,,,,,,,
444.0,sitting and standing data.txt,0,0.0,0.0,0.85,1.92,0.87,19.36,79.43,1.44,,15,0.0,123.97,0.7,0.14,1.45,,,,,,,,,,,
445.0,sitting and standing data.txt,0,0.0,0.0,0.65,1.51,0.32,27.03,65.54,7.78,,15,0.0,100.82,0.82,0.05,1.53,,,,,,,,,,,
446.0,sitting and standing data.txt,0,0.0,0.0,0.46,1.53,0.58,20.89,55.81,22.9,,0,1.0,80.96,0.78,0.0,1.47,,,,,,,,,,,
447.0,sitting and standing data.txt,0,0.0,0.0,0.5,1.65,0.87,13.11,68.32,25.68,,0,22.0,111.27,0.59,0.01,1.55,,,,,,,,,,,
448.0,sitting and standing data.txt,0,0.0,0.0,0.9,4.1,0.29,172.65,59.39,8.3,,23,0.0,99.2,0.86,0.09,1.64,,,,,,,,,,,
449.0,sitting and standing data.txt,0,0.0,0.0,0.57,1.31,0.66,42.12,61.54,15.81,,0,0.0,51.15,0.32,0.0,1.39,,,,,,,,,,,
450.0,sitting and standing data.txt,0,0.0,0.0,0.68,2.68,0.85,80.17,50.53,11.57,,0,6.0,88.68,0.83,0.02,1.6,,,,,,,,,,,
451.0,sitting and standing data.txt,0,0.0,0.0,0.5,1.62,1.03,27.7,47.95,8.36,,1,5.0,144.67,0.9,0.1,1.66,,,,,,,,,,,
452.0,sitting and standing data.txt,0,0.0,0.0,0.46,1.59,0.56,16.09,42.63,30.87,,14,0.0,79.93,0.63,0.02,1.57,,,,,,,,,,,
453.0,sitting and standing data.txt,0,0.0,0.0,0.75,1.91,0.71,46.39,64.28,17.91,,0,15.0,129.52,0.64,0.06,1.54,,,,,,,,,,,
454.0,sitting and standing data.txt,0,0.0,0.0,0.79,3.35,0.27,137.34,59.72,6.72,,0,11.0,137.04,0.96,0.04,1.59,,,,,,,,,,,
455.0,sitting and standing data.txt,0,0.0,0.0,0.46,1.55,0.64,17.92,48.17,22.57,,0,1.0,93.27,0.8,0.0,1.54,,,,,,,,,,,
456.0,sitting and standing data.txt,0,0.0,0.0,0.39,1.64,1.08,9.09,46.74,6.15,,0,0.0,134.64,0.92,0.07,1.64,,,,,,,,,,,
457.0,sitting and standing data.txt,0,0.0,0.0,0.7,1.86,1.46,16.04,79.69,3.13,,65,0.0,74.32,0.49,0.04,1.34,,,,,,,,,,,
458.0,sitting and standing data.txt,0,0.0,0.0,0.6,1.66,0.43,28.3,51.64,7.15,,0,14.0,112.82,0.93,0.04,1.5,,,,,,,,,,,
459.0,sitting and standing data.txt,0,0.0,0.0,0.53,1.64,0.86,17.22,64.91,5.7,,0,18.0,80.46,0.36,0.03,1.57,,,,,,,,,,,
460.0,sitting and standing data.txt,0,0.0,0.0,0.72,3.84,0.25,208.18,58.06,0.23,,0,23.0,140.25,0.92,0.08,1.63,,,,,,,,,,,
461.0,sitting and standing data.txt,0,0.0,0.0,0.52,1.6,0.66,14.29,77.28,2.81,,0,0.0,120.78,0.77,0.05,1.37,,,,,,,,,,,
462.0,sitting and standing data.txt,0,0.0,0.0,0.63,1.49,0.9,11.54,72.86,8.97,,27,0.0,82.73,0.6,0.0,1.46,,,,,,,,,,,
463.0,sitting and standing data.txt,0,0.0,0.0,0.5,1.94,1.34,15.16,50.73,16.69,,0,3.0,146.67,0.92,0.11,1.61,,,,,,,,,,,
464.0,sitting and standing data.txt,0,0.0,0.0,0.65,1.6,0.67,11.25,70.06,15.18,,29,0.0,87.95,0.74,0.09,1.53,,,,,,,,,,,
465.0,sitting and standing data.txt,0,0.0,0.0,0.58,1.41,0.92,23.03,76.21,13.19,,0,20.0,138.11,0.65,0.0,1.43,,,,,,,,,,,
466.0,sitting and standing data.txt,0,1.0,1.0,0.72,1.79,0.67,27.05,67.38,,,14,,97.01,0.48,0.15,1.54,,,,,,,,,,,
467.0,sitting and standing data.txt,0,0.0,0.0,0.58,1.57,0.35,17.52,68.04,20.66,,1,0.0,95.62,0.55,0.08,1.54,,,,,,,,,,,
468.0,sitting and standing data.txt,0,0.0,0.0,0.43,1.56,0.81,8.39,70.79,8.99,,0,31.0,138.3,0.58,0.07,1.58,,,,,,,,,,,
469.0,sitting and standing data.txt,0,0.0,0.0,0.65,4.86,0.26,212.66,44.85,23.85,,0,13.0,93.93,0.64,0.13,1.59,,,,,,,,,,,
470.0,sitting and standing data.txt,0,0.0,0.0,0.47,1.55,0.32,12.22,79.52,10.24,,0,0.0,109.71,0.71,0.09,1.38,,,,,,,,,,,
471.0,sitting and standing data.txt,0,0.0,0.0,0.62,1.7,0.54,13.73,67.58,38.87,,3,1.0,47.46,0.26,0.02,1.53,,,,,,,,,,,
472.0,sitting and standing data.txt,0,0.0,0.0,0.65,4.16,0.22,281.33,45.06,0.2,,0,0.0,92.02,0.66,0.06,1.71,,,,,,,,,,,
473.0,sitting and standing data.txt,0,0.0,0.0,0.69,2.26,0.57,62.05,53.01,16.7,,0,23.0,136.67,0.92,0.1,1.57,,,,,,,,,,,
474.0,sitting and standing data.txt,0,0.0,0.0,0.52,1.52,0.66,9.28,71.56,28.21,,16,0.0,118.76,0.63,0.08,1.53,,,,,,,,,,,
475.0,sitting and standing data.txt,0,1.0,2.0,0.89,4.34,1.03,204.49,73.91,,,14,,87.83,0.44,0.2,1.79,,,,,,,,,,,
476.0,sitting and standing data.txt,0,1.0,2.0,0.88,1.9,0.38,41.8,58.46,,,23,,95.28,0.45,0.13,1.59,,,,,,,,,,,
477.0,sitting and standing data.txt,0,0.0,0.0,0.5,1.32,0.92,21.16,5.06,29.07,,46,0.0,28.01,0.11,0.0,1.27,,,,,,,,,,,
478.0,walking data.txt,0,0.0,0.0,0.86,4.79,0.92,347.54,75.41,13.82,,0,11.0,121.14,0.85,0.04,1.6,,,,,,,,,,,
479.0,walking data.txt,0,0.0,0.0,0.51,1.42,0.22,27.55,70.26,7.13,,0,49.0,196.77,0.93,0.33,1.69,,,,,,,,,,,
480.0,walking data.txt,0,0.0,0.0,0.63,1.91,0.48,10.99,75.1,10.19,,5,18.0,170.63,0.94,0.22,1.52,,,,,,,,,,,
481.0,walking data.txt,0,0.0,0.0,0.61,1.89,1.17,15.52,78.94,16.58,,0,22.0,166.33,0.93,0.23,1.56,,,,,,,,,,,
482.0,walking data.txt,0,0.0,0.0,0.57,1.73,0.76,17.49,73.71,27.54,,0,32.0,172.93,0.9,0.26,1.64,,,,,,,,,,,
483.0,walking data.txt,0,0.0,0.0,0.59,1.68,0.56,9.7,79.15,20.79,,0,30.0,143.68,0.81,0.09,1.44,,,,,,,,,,,
484.0,walking data.txt,0,0.0,0.0,0.63,2.2,1.49,18.64,75.85,2.96,,0,3.0,115.51,0.86,0.03,1.42,,,,,,,,,,,
485.0,walking data.txt,0,0.0,0.0,0.42,1.61,1.0,14.91,76.9,10.86,,0,22.0,153.57,0.85,0.11,1.52,,,,,,,,,,,
486.0,walking data.txt,0,0.0,0.0,0.69,1.86,0.58,18.5,72.66,17.98,,9,13.0,143.06,0.82,0.2,1.57,,,,,,,,,,,
487.0,walking data.txt,0,0.0,0.0,0.62,1.75,1.21,27.55,71.49,13.39,,0,24.0,173.06,0.92,0.21,1.7,,,,,,,,,,,
488.0,walking data.txt,0,0.0,0.0,0.72,2.01,0.47,25.32,75.1,15.06,,0,15.0,142.37,0.84,0.19,1.54,,,,,,,,,,,
489.0,walking data.txt,0,0.0,0.0,0.58,1.82,1.06,13.68,79.51,4.42,,0,8.0,147.81,0.85,0.06,1.45,,,,,,,,,,,
490.0,walking data.txt,0,0.0,0.0,0.52,1.56,0.62,10.0,77.44,0.82,,6,1.0,107.51,0.9,0.0,1.42,,,,,,,,,,,
491.0,walking data.txt,0,0.0,0.0,0.62,1.93,1.53,25.3,78.98,10.21,,0,12.0,128.34,0.9,0.06,1.43,,,,,,,,,,,
492.0,walking data.txt,0,0.0,0.0,0.59,1.69,0.67,21.1,75.43,8.81,,0,17.0,188.7,0.91,0.2,1.53,,,,,,,,,,,
493.0,walking data.txt,0,0.0,0.0,0.57,1.65,0.49,21.09,77.31,18.95,,0,25.0,160.49,0.84,0.2,1.46,,,,,,,,,,,
494.0,walking data.txt,0,0.0,0.0,0.67,1.9,0.78,18.97,82.54,8.23,,0,15.0,147.45,0.86,0.11,1.45,,,,,,,,,,,
495.0,walking data.txt,0,0.0,0.0,0.6,1.75,0.4,19.58,78.54,19.99,,1,23.0,174.78,0.94,0.19,1.5,,,,,,,,,,,
496.0,walking data.txt,0,0.0,0.0,0.64,1.79,0.77,15.73,77.71,12.03,,0,37.0,161.55,0.94,0.08,1.51,,,,,,,,,,,
497.0,walking data.txt,0,0.0,0.0,0.53,1.69,0.59,14.4,78.73,13.17,,0,2.0,137.5,0.97,0.09,1.45,,,,,,,,,,,
498.0,walking data.txt,0,0.0,0.0,0.74,1.8,1.02,31.96,76.33,20.43,,5,13.0,157.38,0.91,0.2,1.52,,,,,,,,,,,
499.0,walking data.txt,0,0.0,0.0,0.59,1.45,0.62,23.1,76.06,4.19,,0,27.0,156.63,0.95,0.13,1.51,,,,,,,,,,,
500.0,walking data.txt,0,0.0,0.0,0.43,1.6,1.08,8.39,77.98,2.15,,1,37.0,155.43,0.91,0.09,1.45,,,,,,,,,,,
501.0,walking data.txt,0,0.0,0.0,0.55,1.63,0.97,15.47,76.27,13.81,,7,2.0,131.13,0.87,0.17,1.47,,,,,,,,,,,
502.0,walking data.txt,0,0.0,0.0,0.48,1.64,0.42,10.92,70.62,0.77,,1,30.0,152.52,0.92,0.18,1.54,,,,,,,,,,,
503.0,walking data.txt,0,0.0,0.0,0.65,1.92,0.93,16.35,81.69,12.0,,0,37.0,155.63,0.93,0.05,1.44,,,,,,,,,,,
504.0,walking data.txt,0,0.0,0.0,0.53,1.66,0.58,9.16,74.66,13.99,,5,22.0,138.27,0.82,0.11,1.47,,,,,,,,,,,
505.0,walking data.txt,0,0.0,0.0,0.55,1.75,1.2,26.57,68.8,0.86,,0,27.0,152.58,0.84,0.08,1.53,,,,,,,,,,,
506.0,walking data.txt,0,0.0,0.0,0.61,1.72,0.42,13.84,80.24,11.89,,1,18.0,143.3,0.82,0.11,1.42,,,,,,,,,,,
507.0,walking data.txt,0,0.0,0.0,0.54,1.77,0.45,10.36,78.39,1.41,,0,31.0,157.34,0.83,0.22,1.45,,,,,,,,,,,
508.0,walking data.txt,0,0.0,0.0,0.58,1.84,0.68,13.28,74.39,10.33,,0,13.0,162.6,0.91,0.18,1.5,,,,,,,,,,,
509.0,walking data.txt,0,0.0,0.0,0.6,1.8,0.48,17.46,81.16,3.4,,0,19.0,156.53,0.92,0.09,1.41,,,,,,,,,,,
510.0,walking data.txt,0,0.0,0.0,0.56,1.86,0.81,10.08,76.35,0.43,,0,22.0,174.25,0.77,0.21,1.55,,,,,,,,,,,
